,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude
115,122,23-4036,2023-03-14 01:31:00+00:00,2023-03-15 16:30:48+00:00,NEW WESTMINSTER,BC,V3L 3T6,400 Block KELLY ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2280771,-122.8912257
116,123,23-3991,2023-03-14 05:24:00+00:00,2023-03-15 16:30:48+00:00,NEW WESTMINSTER,BC,V3L,300 Block MCBRIDE BLVD,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2160609,-122.9039672
117,124,23-4002,2023-03-14 01:46:00+00:00,2023-03-15 16:30:48+00:00,NEW WESTMINSTER,BC,V3L 3R6,400 Block WILSON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2279928,-122.8873806
118,125,23-3992,2023-03-14 02:16:00+00:00,2023-03-15 16:30:48+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2112657,-122.9254414
119,126,23-3994,2023-03-14 00:00:00+00:00,2023-03-15 16:30:48+00:00,NEW WESTMINSTER,BC,V3L 3R2,400 Block ROUSSEAU ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2280886,-122.8863452
120,127,23-3989,2023-03-14 04:01:00+00:00,2023-03-15 16:30:48+00:00,NEW WESTMINSTER,BC,V3M,1000 Block CORNWALL ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.205602,-122.9223772
121,128,23-3998,2023-03-13 19:29:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2225852,-122.914627
122,129,23-3974,2023-03-13 16:05:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956
123,131,23-3959,2023-03-13 04:07:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3M 6G2,1000 Block QUAYSIDE DR,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.19977249999999,-122.9135973
124,132,23-3946,2023-03-12 22:45:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200803,-122.9134438
125,133,23-3933,2023-03-04 18:10:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3L 0E3,200 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2237892,-122.8925272
126,134,23-80083,2023-03-13 02:49:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3L,500 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2045585,-122.9075651
127,135,23-3942,2023-03-13 19:06:00+00:00,2023-03-14 16:30:39+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891
128,136,23-3972,2023-03-13 02:08:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3M 5K3,400 Block BOYNE ST,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.1931623,-122.9413674
129,137,23-80081,2023-03-13 03:03:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956
130,138,23-3943,2023-03-11 20:00:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
131,139,23-80082,2023-03-13 14:56:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3L 2N2,200 Block OSBORNE AVE,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2197436,-122.9185119
132,140,23-3961,2023-03-12 05:00:00+00:00,2023-03-14 16:30:40+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2250787,-122.8929076
133,141,23-3937,2023-03-07 01:00:00+00:00,2023-03-13 16:09:50+00:00,NEW WESTMINSTER,BC,V3M 1V1,400 Block 13TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2039532,-122.9289388
134,142,23-3930,2023-03-12 01:39:00+00:00,2023-03-13 16:09:50+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2225852,-122.914627
135,143,23-3900,2023-02-20 18:00:00+00:00,2023-03-13 16:09:51+00:00,NEW WESTMINSTER,BC,V3M 1E5,600 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2040888,-122.9089236
136,144,23-2962,2023-03-12 03:22:00+00:00,2023-03-13 16:09:50+00:00,NEW WESTMINSTER,BC,V3M,500 Block ASH ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2105889,-122.9219459
137,145,23-3907,2023-03-11 21:50:00+00:00,2023-03-13 16:09:50+00:00,NEW WESTMINSTER,BC,V3L 3R5,200 Block SHERBROOKE ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.22749229999999,-122.8881355
138,146,23-3890,2023-03-05 05:37:00+00:00,2023-03-13 16:09:50+00:00,NEW WESTMINSTER,BC,V3L 2Y7,1 Block ST & CLARKSON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2067591,-122.9025985
139,147,23-3487,2023-03-12 20:41:00+00:00,2023-03-13 16:09:50+00:00,NEW WESTMINSTER,BC,V3M 1K8,1000 Block AUCKLAND ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2026194,-122.9183115
140,148,23-3931,2023-03-11 07:00:00+00:00,2023-03-13 16:09:51+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
141,149,23-3899,2023-03-10 21:33:00+00:00,2023-03-12 16:40:41+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2057179,-122.910956
142,150,23-3828,2023-03-11 02:54:00+00:00,2023-03-12 16:40:41+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051
143,152,23-3817,2023-03-11 11:01:00+00:00,2023-03-12 16:40:41+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,MISCHIEF OVER $5000,Property Crime,MISCHIEF OVER $5000,49.2057179,-122.910956
144,153,23-3862,2023-03-11 09:03:00+00:00,2023-03-12 16:40:41+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.203895,-122.906557
145,154,23-3860,2023-03-10 17:49:00+00:00,2023-03-11 17:40:58+00:00,NEW WESTMINSTER,BC,V3L 3R5,200 Block SHERBROOKE ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.22749229999999,-122.8881355
146,155,23-3808,2023-03-09 15:38:00+00:00,2023-03-11 17:40:58+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2250787,-122.8929076
147,156,23-3802,2023-03-10 06:33:00+00:00,2023-03-11 17:40:58+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2059242,-122.9140546
148,157,23-3792,2023-03-09 02:00:00+00:00,2023-03-11 17:40:58+00:00,NEW WESTMINSTER,BC,V3L 3T2,MAJOR ST & FADER ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.22973990000001,-122.8902041
149,158,23-3776,2023-03-08 06:35:00+00:00,2023-03-11 17:40:58+00:00,NEW WESTMINSTER,BC,V3L,600 Block CLARKSON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2034798,-122.9079963
150,159,23-80079,2023-03-10 03:30:00+00:00,2023-03-11 17:40:58+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2028997,-122.9077891
151,160,23-3779,2023-03-10 04:56:00+00:00,2023-03-11 17:40:58+00:00,NEW WESTMINSTER,BC,V3M 1E5,600 Block CARNARVON ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2040888,-122.9089236
152,161,23-3782,2023-03-08 18:00:00+00:00,2023-03-11 17:40:58+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
153,162,23-3778,2023-02-24 18:20:00+00:00,2023-03-10 17:55:35+00:00,NEW WESTMINSTER,BC,V3M 5Z5,700 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20359209999999,-122.9127213
154,163,23-3022,2023-03-08 21:56:00+00:00,2023-03-10 17:55:35+00:00,NEW WESTMINSTER,BC,V3M,HOWES ST & BOYD ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.1900669,-122.9486003
155,164,23-3709,2023-03-09 14:58:00+00:00,2023-03-10 17:55:35+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405
156,165,23-3746,2023-03-08 00:00:00+00:00,2023-03-10 17:55:35+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433
157,166,23-3747,2023-03-08 22:17:00+00:00,2023-03-10 17:55:35+00:00,NEW WESTMINSTER,BC,V3L 2P1,100 Block 2ND ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2093321,-122.905411
158,167,23-3711,2023-03-09 17:43:00+00:00,2023-03-10 17:55:35+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891
159,168,23-3753,2023-03-08 23:51:00+00:00,2023-03-10 17:55:35+00:00,NEW WESTMINSTER,BC,V3L 5P1,400 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2053373,-122.9064648
160,169,23-3718,2023-02-23 07:00:00+00:00,2023-03-10 17:55:35+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2277467,-122.8926041
161,170,23-3725,2023-03-08 16:11:00+00:00,2023-03-09 17:16:35+00:00,NEW WESTMINSTER,BC,V3M,600 Block 10TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.21862369999999,-122.9276613
162,171,23-3686,2023-03-08 08:13:00+00:00,2023-03-09 17:16:35+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
163,172,23-3675,2023-03-07 23:41:00+00:00,2023-03-09 17:16:35+00:00,NEW WESTMINSTER,BC,V3L,CLUTE ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2231511,-122.9144329
164,174,23-3698,2023-03-08 02:45:00+00:00,2023-03-09 17:16:35+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
165,175,23-80077,2023-03-08 06:07:00+00:00,2023-03-09 17:16:35+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2225852,-122.914627
166,176,23-3668,2023-03-08 15:31:00+00:00,2023-03-09 17:16:35+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200145,-122.911488
167,177,23-3682,2023-03-06 00:30:00+00:00,2023-03-09 17:16:35+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2057179,-122.910956
168,178,23-80076,2023-03-07 19:54:00+00:00,2023-03-09 17:16:35+00:00,NEW WESTMINSTER,BC,V3L 1K1,200 Block 3RD ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2096266,-122.9091077
169,179,23-3637,2023-03-07 12:51:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2140238,-122.927619
170,180,23-3617,2023-03-04 01:45:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956
171,181,23-80074,2023-03-07 14:13:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3L 0G7,200 Block NELSONS CRES,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2233599,-122.8921996
172,182,23-3618,2023-03-06 22:56:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2028997,-122.9077891
173,183,23-3590,2023-03-06 21:45:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3L 1L9,300 Block 3RD ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2111579,-122.9110304
174,184,23-3592,2023-03-05 02:00:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2250787,-122.8929076
175,185,23-80073,2023-03-07 00:48:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3M 3X8,1000 Block QUEENS AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2026763,-122.9204665
176,186,23-3597,2023-03-07 18:39:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
177,187,23-3632,2023-02-21 06:30:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3L 1B2,999900 Block UNKNOWN,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956
178,188,23-3623,2023-03-04 01:00:00+00:00,2023-03-08 17:42:10+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.21176699999999,-122.9188433
179,189,23-3624,2023-03-06 19:37:00+00:00,2023-03-07 17:20:46+00:00,NEW WESTMINSTER,BC,V3M 3X8,1000 Block QUEENS AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2026763,-122.9204665
180,191,23-3569,2023-03-06 16:28:00+00:00,2023-03-07 17:20:46+00:00,NEW WESTMINSTER,BC,V3L,BLACKWOOD ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.205758,-122.90573
181,192,23-3565,2023-03-06 15:43:00+00:00,2023-03-07 17:20:46+00:00,NEW WESTMINSTER,BC,V3L 0E3,200 Block NELSONS CRT,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2233599,-122.8921996
182,193,23-3563,2023-02-13 07:00:00+00:00,2023-03-07 17:20:46+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438
183,194,23-3572,2023-03-03 19:30:00+00:00,2023-03-07 17:20:46+00:00,NEW WESTMINSTER,BC,V3M 1K8,1000 Block AUCKLAND ST,THEFT OTHER VEHICLE U/$5000,Theft of Vehicle,THEFT OTHER VEHICLE U/$5000,49.2026194,-122.9183115
184,195,23-3559,2023-02-24 16:30:00+00:00,2023-03-07 17:20:46+00:00,NEW WESTMINSTER,BC,V3M 3G8,2100 Block 9TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2042305,-122.9533489
185,196,23-3576,2023-03-05 06:11:00+00:00,2023-03-06 17:54:27+00:00,NEW WESTMINSTER,BC,V3M 1A5,600 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20286,-122.90772
186,197,23-3490,2023-02-27 03:00:00+00:00,2023-03-06 17:54:27+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2140238,-122.927619
187,198,23-3479,2023-03-05 16:08:00+00:00,2023-03-06 17:54:27+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956
188,199,23-3503,2023-03-05 00:24:00+00:00,2023-03-06 17:54:27+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627
189,200,23-3482,2023-02-17 04:25:00+00:00,2023-03-06 17:54:27+00:00,NEW WESTMINSTER,BC,V3M 2G9,1800 Block NANAIMO ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2026948,-122.941385
190,201,23-80063,2023-03-05 06:30:00+00:00,2023-03-06 17:54:27+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203895,-122.906557
191,202,23-3502,2023-03-05 00:17:00+00:00,2023-03-06 17:54:27+00:00,NEW WESTMINSTER,BC,V3M 4J6,700 Block 12TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2089793,-122.9324977
192,203,23-3481,2023-03-04 21:45:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 1B8,300 Block CARNARVON ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2065851,-122.9035905
193,204,23-3474,2023-03-02 23:10:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 2X6,500 Block 5TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.212076,-122.9174058
194,205,23-3370,2023-03-03 17:00:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 3C5,600 Block 7TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2142683,-122.9221579
195,206,23-3404,2023-03-02 18:40:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2250787,-122.8929076
196,207,23-3345,2023-03-04 16:10:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 5R3,200 Block FRANCIS WAY,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.214558,-122.8975625
197,208,23-3462,2023-03-03 23:04:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3M 5E3,1100 Block EWEN AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.1848922,-122.949372
198,209,23-3421,2023-03-02 22:27:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 5T9,700 Block PARK CRES,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2202467,-122.912314
199,210,23-3366,2023-03-04 20:47:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3M,1100 Block TANAKA CRT,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1870082,-122.9514463
200,211,23-3470,2023-03-03 22:16:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3M 3P1,1 Block ST & CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2039828,-122.9091187
201,212,23-3418,2023-03-03 18:38:00+00:00,2023-03-05 17:25:10+00:00,NEW WESTMINSTER,BC,V3M 2J5,1000 Block 7TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.210601,-122.9286229
202,213,23-3408,2023-03-03 05:44:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627
203,214,23-3391,2023-03-02 21:49:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 5H1,1 Block AVE & 6TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2026537,-122.9059804
204,215,23-3364,2023-03-04 09:31:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203895,-122.906557
205,217,23-3437,2023-03-03 19:44:00+00:00,2023-03-05 17:25:11+00:00,NEW WESTMINSTER,BC,V3M 2B7,1100 Block 6TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2079436,-122.92936
206,218,23-3410,2023-03-02 00:30:00+00:00,2023-03-03 17:15:48+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405
207,219,23-3330,2023-03-02 00:32:00+00:00,2023-03-03 17:15:48+00:00,NEW WESTMINSTER,BC,V3L 1G2,500 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2051943,-122.9088178
208,220,23-3301,2023-03-01 23:22:00+00:00,2023-03-03 17:15:48+00:00,NEW WESTMINSTER,BC,V3L 3S2,400 Block GARRETT ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2280161,-122.8886444
209,221,23-3297,2023-03-02 15:54:00+00:00,2023-03-03 17:15:47+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
210,222,23-3333,2023-03-02 18:26:00+00:00,2023-03-03 17:15:47+00:00,NEW WESTMINSTER,BC,V3L,300 Block KNOX ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2284848,-122.893859
211,223,23-3342,2023-03-02 00:22:00+00:00,2023-03-03 17:15:48+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627
212,224,23-3300,2023-02-28 03:26:00+00:00,2023-03-02 17:31:03+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
213,225,23-3204,2023-02-27 14:00:00+00:00,2023-03-02 17:31:03+00:00,NEW WESTMINSTER,BC,V3M 1Y4,1000 Block 5TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20796259999999,-122.9252236
214,226,23-3273,2023-03-01 17:17:00+00:00,2023-03-02 17:31:03+00:00,NEW WESTMINSTER,BC,V3M 3C5,1500 Block LONDON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.209835,-122.941766
215,227,23-3276,2023-03-01 01:00:00+00:00,2023-03-02 17:31:03+00:00,NEW WESTMINSTER,BC,V3L 4H8,100 Block E DURHAM ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2234558,-122.9071635
216,228,23-3268,2023-02-28 17:47:00+00:00,2023-03-01 17:50:11+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2140238,-122.927619
217,229,23-3225,2023-02-28 05:50:00+00:00,2023-03-01 17:50:11+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2059242,-122.9140546
218,230,23-3207,2023-02-27 21:49:00+00:00,2023-03-01 17:50:11+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
219,231,23-3191,2023-02-28 17:37:00+00:00,2023-03-01 17:50:11+00:00,NEW WESTMINSTER,BC,V3M,600 Block BELMONT ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2121898,-122.9199328
