,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude
325,342,23-2272,2023-02-11 01:02:00+00:00,2023-02-12 17:47:42+00:00,NEW WESTMINSTER,BC,V3L 4C1,400 Block SHERBROOKE ST,THEFT OTHER VEHICLE U/$5000,Theft of Vehicle,THEFT OTHER VEHICLE U/$5000,49.2277671,-122.8990731
326,343,23-2235,2023-02-11 00:15:00+00:00,2023-02-12 17:47:42+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
327,344,23-2233,2023-02-11 01:20:00+00:00,2023-02-12 17:47:42+00:00,NEW WESTMINSTER,BC,V3M,1200 Block 5TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2062625,-122.9287938
328,345,23-2277,2023-02-11 00:51:00+00:00,2023-02-12 17:47:42+00:00,NEW WESTMINSTER,BC,V3M 6T9,700 Block PRINCESS ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2136886,-122.9214615
329,347,23-2253,2023-02-10 23:09:00+00:00,2023-02-12 17:47:42+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2225852,-122.914627
330,348,23-2231,2023-02-10 20:28:00+00:00,2023-02-12 17:47:42+00:00,NEW WESTMINSTER,BC,V3M 4B2,200 Block MOWAT ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2030643,-122.9209011
331,349,23-2221,2023-02-10 17:39:00+00:00,2023-02-11 17:08:40+00:00,NEW WESTMINSTER,BC,V3M 1A6,800 Block AGNES ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2026043,-122.9137488
332,350,23-2209,2023-02-02 05:00:00+00:00,2023-02-11 17:08:40+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
333,351,23-2204,2023-02-01 11:00:00+00:00,2023-02-11 17:08:40+00:00,NEW WESTMINSTER,BC,V3L 1P5,400 Block 1ST ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2157997,-122.9100093
334,352,23-2203,2023-02-10 13:45:00+00:00,2023-02-11 17:08:41+00:00,NEW WESTMINSTER,BC,V3L 1P5,400 Block 1ST ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2157997,-122.9100093
335,353,23-2210,2023-02-10 04:35:00+00:00,2023-02-11 17:08:40+00:00,NEW WESTMINSTER,BC,V3L 5J5,400 Block GLENBROOK DR,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2204057,-122.8999472
336,354,23-2185,2023-02-09 20:20:00+00:00,2023-02-11 17:08:40+00:00,NEW WESTMINSTER,BC,V3L 3R2,400 Block ROUSSEAU ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2280886,-122.8863452
337,355,23-2160,2023-02-09 15:55:00+00:00,2023-02-11 17:08:41+00:00,NEW WESTMINSTER,BC,V3M 3S7,1 Block ST & 8TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956
338,356,23-80047,2023-02-10 00:59:00+00:00,2023-02-11 17:08:40+00:00,NEW WESTMINSTER,BC,V3L 1S8,300 Block REGINA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2143089,-122.9156287
339,357,23-2176,2023-02-09 19:00:00+00:00,2023-02-11 17:08:41+00:00,NEW WESTMINSTER,BC,V3L 2H4,700 Block 1ST ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2191975,-122.9136621
340,358,23-2215,2023-02-04 10:08:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.203895,-122.906557
341,359,23-1874,2023-02-08 00:00:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200803,-122.9134438
342,360,23-2098,2023-02-08 18:41:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
343,361,23-2090,2023-02-08 17:25:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
344,362,23-2099,2023-02-09 04:49:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
345,363,23-2131,2023-02-08 22:25:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 1A6,800 Block AGNES ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2026043,-122.9137488
346,364,23-2111,2023-02-08 20:45:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
347,365,23-2106,2023-02-08 20:46:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 6T9,700 Block PRINCESS ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2136886,-122.9214615
348,366,23-2102,2023-02-08 22:22:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 6P2,RIALTO CRT,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2003456,-122.9265988
349,367,23-2109,2023-02-09 14:52:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3M 4H1,100 Block 12TH ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.200785,-122.9223936
350,368,23-2138,2023-02-03 23:00:00+00:00,2023-02-10 17:22:48+00:00,NEW WESTMINSTER,BC,V3L 5E9,100 Block OVENS AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.22109529999999,-122.9164219
351,369,23-2150,2023-02-06 02:00:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2250787,-122.8929076
352,370,23-80044,2023-02-07 13:00:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,V3L 5J5,400 Block GLENBROOK DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2204057,-122.8999472
353,371,23-80042,2023-02-07 19:30:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,V3L 3B3,600 Block 5TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2116231,-122.9185996
354,372,23-2048,2023-02-07 15:18:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,V3M 2M7,600 Block HAMILTON ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2145655,-122.9235528
355,373,23-2034,2023-01-29 01:00:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,V3L 5P1,400 Block CARNARVON ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2053373,-122.9064648
356,374,23-2046,2023-02-08 14:49:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,V3M 5L7,200 Block HOWES ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1838223,-122.9442878
357,375,23-2080,2023-02-08 04:50:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,V3M 4N9,400 Block 14TH ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.20332,-122.9299
358,376,23-2069,2023-02-07 21:25:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2225852,-122.914627
359,377,23-2053,2023-02-08 12:08:00+00:00,2023-02-09 18:01:48+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2057179,-122.910956
360,378,23-2079,2023-02-07 16:27:00+00:00,2023-02-08 17:56:54+00:00,NEW WESTMINSTER,BC,V3M 6H1,1200 Block QUAYSIDE DR,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.19844699999999,-122.920176
361,379,23-2036,2023-02-06 14:00:00+00:00,2023-02-08 17:56:54+00:00,NEW WESTMINSTER,BC,V3M,600 Block 18TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2025547,-122.9413041
362,380,23-2024,2023-02-07 00:00:00+00:00,2023-02-08 17:56:54+00:00,NEW WESTMINSTER,BC,V3M,BLACKIE ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2025143,-122.9141925
363,382,23-2010,2023-02-06 23:07:00+00:00,2023-02-08 17:56:54+00:00,NEW WESTMINSTER,BC,V3M 5Z7,1200 Block LONDON ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.21235189999999,-122.9369869
364,383,23-2011,2023-02-06 15:42:00+00:00,2023-02-08 17:56:54+00:00,NEW WESTMINSTER,BC,V3M 1A5,600 Block COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.20286,-122.90772
365,384,23-1985,2023-02-05 00:00:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,MISCHIEF OVER $5000,Property Crime,MISCHIEF OVER $5000,49.20084749999999,-122.9111911
366,385,23-1997,2023-02-03 02:15:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3M 3A9,2100 Block DUBLIN ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2029323,-122.9517618
367,386,23-80039,2023-02-04 17:00:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3M,800 Block 13TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2099845,-122.9360847
368,387,23-80041,2023-02-06 04:54:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3M 2T8,2100 Block 8TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2016316,-122.9501466
369,389,23-1980,2023-02-06 15:14:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3L 1G2,300 Block 4TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2064131,-122.90784
370,390,23-1983,2023-02-06 01:09:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3M 3E3,1800 Block LONDON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2070967,-122.9468075
371,391,23-1962,2023-02-05 22:16:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
372,392,23-1959,2023-02-06 15:50:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,FRAUD-FORGERY,Property Crime,FRAUD-FORGERY,49.203895,-122.906557
373,393,23-1990,2023-02-06 16:07:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3M 4K3,900 Block 12TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2121498,-122.936736
374,394,23-1987,2023-02-06 15:25:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3M 3P7,800 Block QUEENS AVE,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.204576,-122.9169974
375,395,23-1984,2023-01-16 01:54:00+00:00,2023-02-07 18:01:05+00:00,NEW WESTMINSTER,BC,V3L 5J5,400 Block GLENBROOK DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2204057,-122.8999472
376,396,23-1963,2023-02-06 06:36:00+00:00,2023-02-07 18:01:04+00:00,NEW WESTMINSTER,BC,V3L,500 Block BRAID ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.232387,-122.8953795
377,397,23-1976,2023-02-05 18:34:00+00:00,2023-02-06 17:11:06+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2277467,-122.8926041
378,398,23-1951,2023-02-05 03:25:00+00:00,2023-02-06 17:11:06+00:00,NEW WESTMINSTER,BC,V3M 5V2,800 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2007994,-122.9117043
379,399,23-1923,2023-02-04 21:19:00+00:00,2023-02-06 17:11:06+00:00,NEW WESTMINSTER,BC,V3L,CLUTE ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2231511,-122.9144329
380,400,23-1901,2023-02-04 23:36:00+00:00,2023-02-06 17:11:07+00:00,NEW WESTMINSTER,BC,V3L 5L1,400 Block GINGER DR,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2180608,-122.9055998
381,401,23-1910,2023-02-04 17:56:00+00:00,2023-02-05 17:33:14+00:00,NEW WESTMINSTER,BC,V3M,800 Block 21ST ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.202126,-122.9508763
382,402,23-1890,2023-02-03 22:03:00+00:00,2023-02-05 17:33:14+00:00,NEW WESTMINSTER,BC,V3L 1A7,300 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2051981,-122.9036909
383,403,23-1848,2023-02-03 19:43:00+00:00,2023-02-05 17:33:14+00:00,NEW WESTMINSTER,BC,V3L,CLUTE ST,THEFT-OTHER OVER $5000,Theft,THEFT-OTHER OVER $5000,49.2231511,-122.9144329
384,405,23-1834,2023-02-02 22:00:00+00:00,2023-02-05 17:33:14+00:00,NEW WESTMINSTER,BC,V3L 3T6,400 Block KELLY ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2280771,-122.8912257
385,406,23-1840,2023-01-29 19:00:00+00:00,2023-02-05 17:33:15+00:00,NEW WESTMINSTER,BC,V3M 3E3,1800 Block LONDON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2070967,-122.9468075
386,407,23-1843,2023-01-20 07:00:00+00:00,2023-02-05 17:33:14+00:00,NEW WESTMINSTER,BC,V3M 2E4,1900 Block 6TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2015949,-122.9420057
387,408,23-1830,2023-02-04 18:50:00+00:00,2023-02-05 17:33:14+00:00,NEW WESTMINSTER,BC,V3N,1100 Block 10TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2140493,-122.9362688
388,409,23-1892,2023-02-04 20:40:00+00:00,2023-02-05 17:33:14+00:00,NEW WESTMINSTER,BC,V3L,RICHMOND ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2256221,-122.8986426
389,410,23-1897,2023-01-29 03:00:00+00:00,2023-02-04 17:55:50+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235
390,411,23-80036,2023-02-03 01:57:00+00:00,2023-02-04 17:55:50+00:00,NEW WESTMINSTER,BC,V3M 0E5,200 Block SALTER ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1958008,-122.9235975
391,412,23-1795,2023-02-02 21:36:00+00:00,2023-02-04 17:55:50+00:00,NEW WESTMINSTER,BC,V3L 3A9,400 Block 6TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2102315,-122.916645
392,413,23-1779,2023-02-03 04:26:00+00:00,2023-02-04 17:55:50+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405
393,414,23-1801,2023-02-03 06:15:00+00:00,2023-02-04 17:55:50+00:00,NEW WESTMINSTER,BC,V3M 1T8,400 Block 12TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2047519,-122.9271813
394,415,23-1810,2023-02-02 23:47:00+00:00,2023-02-04 17:55:50+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
395,416,23-1787,2023-02-02 22:14:00+00:00,2023-02-04 17:55:50+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-SHOPLIFTING OVER $5000,Theft,THEFT-SHOPLIFTING OVER $5000,49.21176699999999,-122.9188433
396,417,23-1783,2023-02-01 21:00:00+00:00,2023-02-03 17:46:11+00:00,NEW WESTMINSTER,BC,V3L,300 Block 6TH ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2086143,-122.9149601
397,418,23-1738,2023-02-01 23:03:00+00:00,2023-02-03 17:46:10+00:00,NEW WESTMINSTER,BC,V3M 6X3,300 Block GIFFORD ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.18351310000001,-122.9513715
398,419,23-1731,2023-02-02 02:46:00+00:00,2023-02-03 17:46:11+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
399,420,23-1742,2023-01-25 13:45:00+00:00,2023-02-03 17:46:11+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433
400,421,23-1732,2023-02-01 16:00:00+00:00,2023-02-03 17:46:11+00:00,NEW WESTMINSTER,BC,.,BRAID ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2315783,-122.8862979
401,422,23-1736,2023-02-02 00:53:00+00:00,2023-02-03 17:46:10+00:00,NEW WESTMINSTER,BC,.,BRAID ST,THEFT OF TRUCK UNDER $5000,Theft of Vehicle,THEFT OF TRUCK UNDER $5000,49.2315783,-122.8862979
402,423,23-1739,2023-01-25 23:00:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956
403,424,23-1344,2023-01-28 07:00:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2131309,-122.9208405
404,425,23-1680,2023-01-31 18:00:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3M 2A7,1800 Block RIVER DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2010735,-122.9412282
405,426,23-1666,2023-02-01 16:05:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3L 2H8,800 Block 1ST ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2207245,-122.916504
406,427,23-1711,2023-02-01 17:52:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3L 5N3,300 Block GOVERNORS CRT,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2200632,-122.8967529
407,428,23-1716,2023-01-31 22:09:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
408,429,23-1682,2023-01-27 07:30:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,.,ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2062807,-122.9097354
409,430,23-80033,2023-02-01 15:15:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3L 4A4,400 Block RICHMOND ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2289256,-122.8985502
410,431,23-1709,2023-01-24 19:00:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3M 2T1,1800 Block 8TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2049548,-122.9440582
411,433,23-1712,2023-01-31 20:04:00+00:00,2023-02-02 17:12:16+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.190715,-122.9449051
412,434,23-1672,2023-01-31 01:25:00+00:00,2023-02-01 17:50:32+00:00,NEW WESTMINSTER,BC,V3M 4K3,900 Block 12TH ST,FRAUD-FORGERY,Property Crime,FRAUD-FORGERY,49.2121498,-122.936736
413,435,23-1636,2023-01-26 23:38:00+00:00,2023-02-01 17:50:32+00:00,NEW WESTMINSTER,BC,V3M 1V1,400 Block 13TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2039532,-122.9289388
414,436,23-1385,2023-01-31 01:35:00+00:00,2023-02-01 17:50:32+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
415,437,23-1637,2023-01-30 21:56:00+00:00,2023-02-01 17:50:32+00:00,NEW WESTMINSTER,BC,V3L 3G1,100 Block BRAID ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2312707,-122.8854651
416,438,23-1624,2023-01-28 04:05:00+00:00,2023-01-31 17:30:52+00:00,NEW WESTMINSTER,BC,V3L 3C8,800 Block 6TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2163178,-122.9248567
417,439,23-80031,2023-01-26 22:45:00+00:00,2023-01-31 17:30:52+00:00,NEW WESTMINSTER,BC,V3M 2G6,1600 Block NANAIMO ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20450899999999,-122.9379653
418,440,23-80030,2023-01-27 05:00:00+00:00,2023-01-31 17:30:52+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200803,-122.9134438
419,441,23-80032,2023-01-29 20:21:00+00:00,2023-01-31 17:30:52+00:00,NEW WESTMINSTER,BC,V3M 2X1,1700 Block EDINBURGH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2065387,-122.9432764
420,442,23-1574,2023-01-30 04:33:00+00:00,2023-01-31 17:30:52+00:00,NEW WESTMINSTER,BC,V3L 2A6,100 Block GLOVER AVE,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.22267670000001,-122.9184594
421,443,23-1595,2023-01-30 04:02:00+00:00,2023-01-31 17:30:53+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
422,444,23-1592,2023-01-28 23:00:00+00:00,2023-01-31 17:30:53+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
423,445,23-1618,2023-01-28 22:28:00+00:00,2023-01-30 17:15:52+00:00,NEW WESTMINSTER,BC,V3M 3C4,1400 Block LONDON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2110358,-122.9400025
424,446,23-1522,2023-01-28 23:58:00+00:00,2023-01-30 17:15:52+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20060340000001,-122.9151316
425,447,23-1525,2023-01-29 03:01:00+00:00,2023-01-30 17:15:52+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627
426,448,23-1529,2023-01-29 20:38:00+00:00,2023-01-30 17:15:52+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891
427,449,23-1575,2023-01-29 09:13:00+00:00,2023-01-30 17:15:52+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235
428,450,23-1551,2023-01-28 21:12:00+00:00,2023-01-30 17:15:52+00:00,NEW WESTMINSTER,BC,.,1 Block AND DUBLIN,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2081448,-122.9430691
429,451,23-1514,2023-01-28 22:34:00+00:00,2023-01-30 17:15:52+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235
